number,name,url,description,desc_url,airdate
716,Trail of Tears,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/833b291b-0ba8-4c6b-b649-f54358a3c3f6/716.mp3,"For the holiday weekend, a roadtrip through history. In this moment when Americans are tearing down monuments and rethinking how to address the shameful parts of America’s past, we return to a story from the early days of our radio show that took that on, in a vivid and complicated way. Sarah Vowell and her twin sister Amy headed out on the road to retrace the Trail of Tears – the route their Cherokee ancestors took when expelled from their own land – and reflected on the question, what are we supposed to do with the mix of good and bad that is this country?",https://tal.fm/716,"Sun, 06 Sep 2020 18:00:00 -0400"
715,Long-Awaited Asteroid Finally Hits Earth,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/917067fd-8b50-4e8b-8d29-6954e6e677e6/715.mp3,"Teachers, students and parents around the country have been bracing themselves all spring and summer long for the start of this unprecedented school year. This week, it's here.",https://tal.fm/715,"Sun, 30 Aug 2020 18:00:00 -0400"
577,Something Only I Can See,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/a809a8e2-9d57-4890-bcd9-0f3ef3893419/577.mp3,"When you’re the only one who can see something, sometimes it feels like you’re in on a special secret. The hard part is getting anyone to believe your secret is real. This week, people trying to show others what they see—including a woman with muscular dystrophy who believes she has the same condition as an Olympic athlete.",https://tal.fm/577,"Sun, 23 Aug 2020 18:00:00 -0400"
714,Day at the Beach,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/8bedf6c0-0ed6-44a7-be97-2d13afbb9c77/714.mp3,"It’s the last few weeks of summer, so we’re going to the beach! This week, stories from the surf and sand.",https://tal.fm/714,"Sun, 16 Aug 2020 18:00:00 -0400"
713,Made to Be Broken,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/8c6f3121-14f1-470b-a63f-8a44afd6f806/713.mp3,"From the moment we wake up in the morning there are a trillion rules — big and little — governing our lives. But sometimes, we encounter one we just can't abide by. In a pitched moment of rule-questioning, a show about rules and the people who break them.",https://tal.fm/713,"Sun, 09 Aug 2020 18:00:00 -0400"
712,Nice White Parents,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/6b8ecb8b-1118-43f9-9278-4854c1741c5e/712.mp3,"Years ago, producer Chana Joffe-Walt started reporting on one school in New York. She thought the story was about segregation and inequality in public schools. But the more she looked into it, the more she realized she was witnessing something else. She was seeing the inordinate power of white parents at this school. This is the first episode of Chana’s new mini-series: Nice White Parents.",https://tal.fm/712,"Sun, 02 Aug 2020 18:00:00 -0400"
443,Amusement Park,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/a9b304de-8bfb-418d-84fc-716a2f4ef609/443.mp3,"This week, we celebrate pre-coronavirus summertime fun: at amusement parks! Ira Glass takes us behind the scenes at Worlds of Fun in Kansas City, where the young staff – coached by a funny, fun-loving boss just a little older than they are – truly seem to love their jobs.",https://tal.fm/443,"Sun, 26 Jul 2020 18:00:00 -0400"
711,How to Be Alone,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/3e5810b6-0ed7-47a7-a727-492caf0f2684/711.mp3,"In space, in the ocean, by ourselves, or with others—we’re all just figuring out how to be apart.",https://tal.fm/711,"Sun, 19 Jul 2020 18:00:00 -0400"
710,Umbrellas Down,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/37c42a62-3f58-4766-9c9a-2920107116d3/710.mp3,"As China's new national security law tightens its control over Hong Kong, we return to our episode about last fall's anti-government protests and check in to see how people are responding.",https://tal.fm/710,"Sun, 12 Jul 2020 18:00:00 -0400"
513,129 Cars,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/22319bfa-6d3a-4f00-a4bd-eee1909d76bf/513.mp3,"We spend a month at a Jeep dealership on Long Island as they try to make their monthly sales goal: 129 cars. If they make it, they'll get a huge bonus from the manufacturer, possibly as high as $85,000 — enough to put them in the black for the month. If they don't make it, it'll be the second month in a row. So they pull out all the stops.",https://tal.fm/513,"Sun, 05 Jul 2020 18:00:00 -0400"
709,The Reprieve,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/da338f94-0790-4684-8e80-0ac198270b6f/709.mp3,"Michigan has passed its Covid-19 peak, and the state has started opening up. But it’s still been intensely difficult for the staff in the ICU at Henry Ford Hospital in Detroit. We've embedded with them over the past few months, and tracked how this pandemic has changed them and their city.",https://tal.fm/709,"Sun, 28 Jun 2020 18:00:00 -0400"
684,Burn It Down,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/bcc0951d-57dc-43b6-98b2-91f0b3c32c8b/684.mp3,"In the wake of George Floyd’s killing, people everywhere are demanding that police departments change not just their rules, but the culture inside that leads to these deaths. But those things are notoriously hard to change. As a case study, here's the story of a fire department that gets a new boss who starts a war with his own firefighters, to change their macho, racist culture. They fight back hard.",https://tal.fm/684,"Sun, 21 Jun 2020 18:00:00 -0400"
708,"Here, Again",https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/e5cace44-298d-4e63-9149-560fb5d9cbc7/708.mp3,"An exhaustingly familiar story. Maybe it’ll have a different ending this time, but maybe not. We hear what different people said and did one weekend in reaction to the killing of George Floyd.",https://tal.fm/708,"Sun, 14 Jun 2020 18:00:00 -0400"
707,We Are in the Future,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/403559cd-2c02-487f-9cea-60b2a3e93c19/707.mp3,"In this moment of sorrow, protest, and rage in the wake of George Floyd’s death, we offer this as a break from the dreadful present: our show about Afrofuturism. It’s a way of looking at Black culture that’s fantastic and hopeful, which feels especially urgent during a time without a lot of optimism. Featuring the song ""The Deep"" by clppng.",https://tal.fm/707,"Sun, 07 Jun 2020 18:00:00 -0400"
706,A Mess to Be Reckoned With,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/481897c9-291d-4828-9e5d-f30bc1a8c35c/706.mp3,"Lissa Yellow Bird searches for missing people. Cold cases, mostly. People no one else is looking for. It’s not her job, but a lot of Native Americans go missing and their cases remain unsolved, so families often ask Lissa for help. But then, Lissa’s own niece goes missing.",https://tal.fm/706,"Sun, 31 May 2020 18:00:00 -0400"
705,Time Out,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/fd9435e6-e898-4af9-8c06-c106aaaac220/705.mp3,"While sports of all kinds have been put on pause, we bring you favorite stories from back when people were still on football fields, boxing rings, and basketball courts.",https://tal.fm/705,"Sun, 24 May 2020 18:00:00 -0400"
704,Our Pulitzer-Winning Episode,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/12d9d91c-2bb7-49da-b5fe-2f4a5a7bd59c/704.mp3,"Last week, our episode ""The Out Crowd"" won the very first Pulitzer Prize ever awarded to a radio show. This is the episode that won, with some updates on the stories. Hear what the Trump administration’s ""Remain in Mexico"" policy actually means, on the ground, at the Mexican border.",https://tal.fm/704,"Sun, 17 May 2020 18:00:00 -0400"
703,Stuck!,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/eb3ab347-61b2-40ab-ba28-93bf8dd891ed/703.mp3,"During a time when a lot of us feel like we are living in a holding pattern, stories of people feeling stuck.",https://tal.fm/703,"Sun, 10 May 2020 18:00:00 -0400"
186,Prom,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/8f02bc01-6966-44d0-9dcc-a827aadd51db/186.mp3,"While the seniors danced at Prom Night 2001 in Hoisington, Kansas—a town of about 3,000—a tornado hit the town, destroying about a third of it. When they emerged from the dance, they discovered what had happened, and in the weeks that followed, they tried to explain to themselves why the tornado hit where it did. Plus other stories that happen on Prom Night.",https://tal.fm/186,"Sun, 03 May 2020 18:00:00 -0400"
702,One Last Thing Before I Go,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/32b9878d-7da9-42af-bf6a-8deea635f846/702.mp3,"Words can seem so puny and ineffective sometimes. On this show, we have stories in which ordinary people make last ditch efforts to get through to their loved ones, using a combination of small talk and not-so-small talk.",https://tal.fm/702,"Sun, 26 Apr 2020 18:00:00 -0400"
701,Black Box,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/4c9e3651-7228-48af-900c-38fa331a4466/701.mp3,"Desperate to know what happened to his family, a man obsessively decodes the only information about them he can get. That, and other stories of people looking into the void for answers.",https://tal.fm/701,"Sun, 19 Apr 2020 18:00:00 -0400"
700,Embiggening,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/e1b844c9-b14c-4e8f-b885-260bf3775f7d/700.mp3,Sometimes a sketch of a thing needs filling in for its true significance to be known.,https://tal.fm/700,"Sun, 12 Apr 2020 18:00:00 -0400"
699,Fiasco!,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/7e31e3bc-fdde-4faa-ab55-ba4d7dc54d6f/699.mp3,"Stories of when things go wrong. Really wrong. When you leave the normal realm of human error, fumble, mishap, and mistake and enter the territory of really huge breakdowns. Fiascos. Things go so awry that normal social order collapses.",https://tal.fm/699,"Sun, 05 Apr 2020 18:00:00 -0400"
698,The Test,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/5053513b-a8ca-40bc-b80a-3ee74a132cfc/698.mp3,"The coronavirus has now fully arrived in the United States. This week, stories of people trying to rise to that challenge, in some pretty extreme situations.",https://tal.fm/698,"Sun, 29 Mar 2020 18:00:00 -0400"
697,Alone Together,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/091d67bc-c517-4ea4-91db-ed5b34f9b8ef/697.mp3,"This week, as the staff creates the episode from their apartments and houses, with our host in quarantine, in this moment when everyone’s reaching out to the people they love, we put together a collection of family stories, with some timely stuff at the top.",https://tal.fm/697,"Sun, 22 Mar 2020 18:00:00 -0400"
696,Low Hum of Menace,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/85067b18-2a2c-410f-bb7d-2c0c54c2571c/696.mp3,"Things do not seem fine at all, but it’s hard to say why.",https://tal.fm/696,"Sun, 15 Mar 2020 18:00:00 -0400"
557,Birds & Bees,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/676f205a-7387-4c06-a54f-2b15157af944/557.mp3,"Some information is so big and so complicated that it seems impossible to talk to kids about. This week, stories about the vague and not-so-vague ways we teach children about race, death, and sex.",https://tal.fm/557,"Sun, 08 Mar 2020 19:00:00 -0400"
695,Everyone's a Critic,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/1b2d066f-e3b7-4d4d-b20d-2ed2248aeccc/695.mp3,People squirming in a world where everything is rated and reviewed.,https://tal.fm/695,"Sun, 01 Mar 2020 18:00:00 -0500"
646,The Secret of My Death,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/da06a859-70df-4e16-aebb-4307bc3ca10e/646.mp3,"Cryptic messages on a cell phone and a teeter totter at a construction site: these are clues people found, trying to make sense of a death.",https://tal.fm/646,"Sun, 23 Feb 2020 18:00:00 -0500"
694,Get Back to Where You Once Belonged,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/d77e669d-5ec0-4d41-a315-6baeae56e9db/694.mp3,"People looking everywhere to find a place—any place—where, for once, they don't have to be the odd man out.",https://tal.fm/694,"Sun, 16 Feb 2020 18:00:00 -0500"
693,Abdi the American,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/05790301-aa5a-42b6-a4ab-b1511fc7c36d/693.mp3,"We return to our story about Abdi Nor from 2015, with some big news about his life today. When we first broadcast the story, Abdi was a Somali refugee living in Kenya desperately trying – against long odds – to get to the United States. Then he got the luckiest break of his life: he won a lottery that puts him on a short list for a U.S. visa. But before he could cash in his golden ticket, the police started raiding his neighborhood, targeting refugees.",https://tal.fm/693,"Sun, 09 Feb 2020 18:00:00 -0500"
692,The Show of Delights,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/e69167e6-40a8-4d18-b778-e3ca41556b96/692.mp3,"In these dark, combative times, we attempt the most radical counterprogramming we could imagine: a show made up entirely of stories about delight.",https://tal.fm/692,"Sun, 02 Feb 2020 18:00:00 -0500"
640,Five Women,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/9e1ed0ab-f261-4231-b0a2-a7582cab7e80/640.mp3,"As Harvey Weinstein goes to trial, we have a different kind of #MeToo story about several women who worked for the same man. They tell us not only about their troubling encounters with him, but also about their lives beforehand. Who were they when they entered the workplace, and how did their personal histories shape the way they dealt with his harassment?",https://tal.fm/640,"Sun, 26 Jan 2020 18:00:00 -0500"
654,The Feather Heist,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/83609298-b960-4450-be3b-350e8855cd98/654_0.mp3,A flute player breaks into a British museum and makes off with a million dollars worth of dead birds.,https://tal.fm/654,"Sun, 19 Jan 2020 18:00:00 -0500"
654,The Feather Heist,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/83609298-b960-4450-be3b-350e8855cd98/654.mp3,A flute player breaks into a British museum and makes off with a million dollars worth of dead birds.,https://tal.fm/654,"Sun, 19 Jan 2020 18:00:00 -0500"
691,Gardens of Branching Paths,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/dc9c4455-f75e-4939-a145-42e0e1219664/691.mp3,"Stories of other universes that are just like our own, but with one small difference.",https://tal.fm/691,"Sun, 12 Jan 2020 18:00:00 -0500"
667,Wartime Radio,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/93080455-e91d-40b8-92cd-22d12833b169/667.mp3,"Intimate and personal dispatches from two very different battlefields: A small town in the Syrian war. And the U.S. opioid epidemic. Each came from a DIY radio outfit. (Okay, one’s a podcast.)",https://tal.fm/667,"Sun, 05 Jan 2020 18:00:00 -0500"
690,Too Close to Home,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/690.mp3,"For the holidays, stories of families finally addressing the thorny thing they’ve never really talked about.",https://tal.fm/690,"Sun, 29 Dec 2019 18:00:00 -0500"
690,Too Close to Home,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/d2029203-a4bb-4974-8921-96036bd70f46/690.mp3,"For the holidays, stories of families finally addressing the thorny thing they’ve never really talked about.",https://tal.fm/690,"Sun, 29 Dec 2019 18:00:00 -0500"
576,Say Yes To Christmas,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/b95f5bd9-ad7c-44ec-a5f3-8204a8dd89c1/576.mp3,"No Christmas can ever be as good as the ones you had as a kid. But this week we go all in and bring the joy, the spontaneity, the sense that anything can happen back to Christmas.",https://tal.fm/576,"Sun, 22 Dec 2019 18:00:00 -0500"
576,Say Yes To Christmas,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/576.mp3,"No Christmas can ever be as good as the ones you had as a kid. But this week we go all in and bring the joy, the spontaneity, the sense that anything can happen back to Christmas.",https://tal.fm/576,"Sun, 22 Dec 2019 18:00:00 -0500"
576,Say Yes To Christmas,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/576.mp3,"No Christmas can ever be as good as the ones you had as a kid. But this week we go all in and bring the joy, the spontaneity, the sense that anything can happen back to Christmas.",https://tal.fm/576,"Sun, 22 Dec 2019 18:00:00 -0500"
323,The Super,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/45de49c2-ceb1-476c-9f55-318383543efb/323.mp3,"Stories of the mysterious hold supers have on their buildings, or their buildings have on them.",https://tal.fm/323,"Sun, 15 Dec 2019 18:00:00 -0500"
323,The Super,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/323.mp3,"In 1980's New York City, rent is rising: it seems out of control, and residents struggle to keep up. So Jack Hitt helps organize tenants, and threatens a rent strike. This does not go over so well with his building super, who, as it turns out, is a very dangerous man. This and other stories of the mysterious hold supers have on their buildings, or their buildings have on them.",https://tal.fm/323,"Sun, 15 Dec 2019 18:00:00 -0500"
323,The Super,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/323.mp3,"Stories of the mysterious hold supers have on their buildings, or their buildings have on them.",https://tal.fm/323,"Sun, 15 Dec 2019 18:00:00 -0500"
689,Digging Up the Bones,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/689.mp3,"There's a lot that can be gained from unearthing the past -- learning about oneself, learning about others. But, it doesn't always go how you'd expect.",https://tal.fm/689,"Sun, 08 Dec 2019 18:00:00 -0500"
689,Digging Up the Bones,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/689.mp3,"There's a lot that can be gained from unearthing the past -- learning about oneself, learning about others. But, it doesn't always go how you'd expect.",https://tal.fm/689,"Sun, 08 Dec 2019 18:00:00 -0500"
689,Digging Up the Bones,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/b45329bb-ba26-40b5-8a84-b444d13a217b/689.mp3,"There's a lot that can be gained from unearthing the past -- learning about oneself, learning about others. But, it doesn't always go how you'd expect.",https://tal.fm/689,"Sun, 08 Dec 2019 18:00:00 -0500"
252,Poultry Slam 2003,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/252.mp3,"During the weeks between Thanksgiving and New Year's - the highest turkey consumption period of the year - we bring you an annual This American Life tradition: stories of turkeys, chickens, geese, ducks, fowl of all kinds, real and imagined, and their mysterious hold over us.",https://tal.fm/252,"Sun, 01 Dec 2019 18:00:00 -0500"
252,Poultry Slam 2003,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/252.mp3,"During the weeks between Thanksgiving and New Year's - the highest turkey consumption period of the year - we bring you an annual This American Life tradition: stories of turkeys, chickens, geese, ducks, fowl of all kinds, real and imagined, and their mysterious hold over us.",https://tal.fm/252,"Sun, 01 Dec 2019 18:00:00 -0500"
291,Reunited (And It Feels So Good),https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/291.mp3,"Stories about getting back together with your parent, your spouse, your ... Brahman bull. And how it never goes the way you think it's going to.",https://tal.fm/291,"Sun, 24 Nov 2019 18:00:00 -0500"
291,Reunited (And It Feels So Good),https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/291.mp3,"Stories about getting back together with your parent, your spouse, your ... Brahman bull. And how it never goes the way you think it's going to.",https://tal.fm/291,"Sun, 24 Nov 2019 18:00:00 -0500"
688,The Out Crowd,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/688.mp3,"Reports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy. We hear from asylum seekers waiting across the border in Mexico, in a makeshift refugee camp,  and from the officers who sent them there to wait in the first place.",https://tal.fm/688,"Sun, 17 Nov 2019 18:00:00 -0500"
688,The Out Crowd,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/688.mp3,"Reports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy. We hear from asylum seekers waiting across the border in Mexico, in a makeshift refugee camp,  and from the officers who sent them there to wait in the first place.",https://tal.fm/688,"Sun, 17 Nov 2019 18:00:00 -0500"
688,The Out Crowd,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/0c23ff00-49fa-44e7-b752-7e4aca3c111c/688.mp3,"Reports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy. We hear from asylum seekers waiting across the border in Mexico, in a makeshift refugee camp,  and from the officers who sent them there to wait in the first place.",https://tal.fm/688,"Sun, 17 Nov 2019 18:00:00 -0500"
687,Small Things Considered,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/687.mp3,Stories about being little. Secret writings in tiny letters. The power of a very small number. And a medication that's supposed to cure shortness.,https://tal.fm/687,"Sun, 10 Nov 2019 18:00:00 -0500"
687,Small Things Considered,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/4fa7c71a-2df3-4141-957a-92ef144cf854/687.mp3,Stories about being little. Secret writings in tiny letters. The power of a very small number. And a medication that's supposed to cure shortness.,https://tal.fm/687,"Sun, 10 Nov 2019 18:00:00 -0500"
687,Small Things Considered,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/687.mp3,Stories about being little. Secret writings in tiny letters. The power of a very small number. And one story from a not-so-tall writer.,https://tal.fm/687,"Sun, 10 Nov 2019 18:00:00 -0500"
239,Lost in America,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/239.mp3,"Stories of people who are lost, histories that are lost, and things that are lost. This show was recorded onstage in front of audiences on a five-city tour in May 2003. The cities: Boston, Washington DC, Portland Oregon, Denver and Chicago. Featuring house band OK Go.",https://tal.fm/239,"Sun, 03 Nov 2019 17:00:00 -0500"
239,Lost in America,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/239.mp3,"Stories of people who are lost, histories that are lost, and things that are lost. This show was recorded onstage in front of audiences on a five-city tour in May 2003. The cities: Boston, Washington DC, Portland Oregon, Denver and Chicago. Featuring house band OK Go.",https://tal.fm/239,"Sun, 03 Nov 2019 17:00:00 -0500"
319,And the Call Was Coming from the Basement,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/319.mp3,"For the week leading up to Halloween, scary stories that are all true. Kidnappings, zombie raccoons, haunted houses—real haunted houses!—and things that go ""EEEEK!!!"" in the night. Plus a story by David Sedaris, in which he walks among the dead.",https://tal.fm/319,"Sun, 27 Oct 2019 18:00:00 -0400"
319,And the Call Was Coming from the Basement,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/319.mp3,"For the week leading up to Halloween, scary stories that are all true. Kidnappings, zombie raccoons, haunted houses—real haunted houses!—and things that go ""EEEEK!!!"" in the night. Plus, a story by David Sedaris, in which he walks among the dead.",https://tal.fm/319,"Sun, 27 Oct 2019 18:00:00 -0400"
686,Umbrellas Up,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/df070e5a-3898-4c9c-b31b-dbe33994918b/686.mp3,"For over 100 days now, protesters in Hong Kong have taken to the streets every weekend. What it’s like to live through that.",https://tal.fm/686,"Sun, 20 Oct 2019 18:00:00 -0400"
685,We Come From Small Places,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/12307147-2549-4537-96f6-068dd67832fa/685.mp3,"The staff goes to one of the biggest parties in New York City, the Labor Day Carnival and the West Indian American Day Parade in Brooklyn.",https://tal.fm/685,"Sun, 13 Oct 2019 18:00:00 -0400"
685,We Come From Small Places,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/685.mp3,"The staff goes to one of the biggest parties in New York City, the Labor Day Carnival and the West Indian American Day Parade in Brooklyn.",https://tal.fm/685,"Sun, 13 Oct 2019 18:00:00 -0400"
685,We Come From Small Places,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/685.mp3,"The staff goes to one of the biggest parties in New York City, the Labor Day Carnival and the West Indian American Day Parade in Brooklyn.",https://tal.fm/685,"Sun, 13 Oct 2019 18:00:00 -0400"
581,Anatomy of Doubt,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/581.mp3,"This week, a story about doubt: how it germinated, spread, and eventually took hold of an entire community, with terrible consequences. A collaboration with The Marshall Project and ProPublica.",https://tal.fm/581,"Sun, 06 Oct 2019 18:00:00 -0400"
581,Anatomy of Doubt,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/581.mp3,"This week, a story about doubt: how it germinated, spread, and eventually took hold of an entire community, with terrible consequences. A collaboration with The Marshall Project and ProPublica, the print version of the story was written by Ken Armstrong and T. Christian Miller.",https://tal.fm/581,"Sun, 06 Oct 2019 18:00:00 -0400"
683,Beer Summit,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/92eaa45a-ea92-42fd-bafe-3fd0f59cfe85/683.mp3,"Two people, sitting down over a beer, hashing out their differences and understanding where the other guy is coming from. Hard to imagine these days, right? It's so rare right now that someone is curious enough to actually see the other person's point of view. This week on the show, beer summits. Including going behind the scenes of the most famous one ever.",https://tal.fm/683,"Sun, 22 Sep 2019 18:00:00 -0400"
683,Beer Summit,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/683.mp3,"Two people, sitting down over a beer, hashing out their differences and understanding where the other guy is coming from. Hard to imagine these days, right? It's so rare right now that someone is curious enough to actually see the other person's point of view. This week on the show, beer summits. Including going behind the scenes of the most famous one ever.",https://tal.fm/683,"Sun, 22 Sep 2019 18:00:00 -0400"
683,Beer Summit,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/683.mp3,"Two people, sitting down over a beer, hashing out their differences and understanding where the other guy is coming from. Hard to imagine these days, right? It's so rare right now that someone is curious enough to actually see the other person's point of view. This week on the show, beer summits. Including going behind the scenes of the most famous one ever.",https://tal.fm/683,"Sun, 22 Sep 2019 18:00:00 -0400"
477,Getting Away With It,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/477.mp3,"Stories of people breaking the rules fully, completely and with no bad consequences. Some justify this by saying they’re doing it for others, or for a greater good. Some really don’t care. And, unlike the mealy weaklings you usually hear on this program: None of these wrongdoers seem regretful about what they’ve done in the slightest.",https://tal.fm/477,"Sun, 15 Sep 2019 18:00:00 -0400"
477,Getting Away With It,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/477.mp3,"Stories of people breaking the rules fully, completely and with no bad consequences. Some justify this by saying they’re doing it for others, or for a greater good. Some really don’t care. And, unlike the mealy weaklings you usually hear on this program: None of these wrongdoers seem regretful about what they’ve done in the slightest.",https://tal.fm/477,"Sun, 15 Sep 2019 18:00:00 -0400"
