number,name,url,description,desc_url,airdate
671,Anything Can Be Anything,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/bdb0ab46-b60e-4801-a1fd-7deb15c3155c/671.mp3,People connecting the dots that maybe should not be connected.,http://tal.fm/671,"Sun, 31 Mar 2019 18:00:00 -0400"
616,I Am Not a Pirate,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/616.mp3,"To be, or not to be a pirate? This week, that is the question. Hold fast, mateys! We have stories about both historical and modern-day swashbucklers who loot, pillage, and question their choices.",http://tal.fm/616,"Sun, 24 Mar 2019 18:00:00 -0400"
670,Beware the Jabberwock,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/670.mp3,Stories from the upside-down world where conspiracy theorists dwell.,http://tal.fm/670,"Sun, 17 Mar 2019 18:00:00 -0400"
317,Unconditional Love,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/317.mp3,Can love be taught? A family uses a controversial therapy to train their son to love them. And other stories about the hard and sometimes painful work of loving other people.,http://tal.fm/317,"Sun, 10 Mar 2019 19:00:00 -0400"
669,Scrambling to Get Off the Ice,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/podcast/669.mp3,"The Democrats on the House Judiciary Committee may have to fight to protect Mueller's investigation and make his report public. Now that they’re in the majority, they have new tools they can use. Our producer Zoe Chace spent weeks behind the scenes with them as they tried out their new powers for the first time. This and other stories of people scrambling to get their footing on some challenging terrain.",http://tal.fm/669,"Sun, 03 Mar 2019 18:00:00 -0500"
419,Petty Tyrant,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/419.mp3,"In Schenectady, New York, a school maintenance man named Steve Raucci works his way up the ranks for 30 years, until finally he's in charge of the maintenance department. That's when he starts messing with his employees. Teasing them at meetings. Punishing them with crummy work assignments. Or worse things, like secretly slashing their tires in the middle of the night.  Ten years after his arrest, Steve Raucci broke his silence and gave an interview to Paul Nelson at the Times Union in Albany.",http://tal.fm/419,"Sun, 24 Feb 2019 18:00:00 -0500"
668,The Long Fuse,https://www.podtrac.com/pts/redirect.mp3/dovetail.prxu.org/188/eb61a3a3-7989-4239-804c-df8c0ccd07c9/668.mp3,People tossing words out into the world impulsively. And how they ignite and burn. Over decades.,http://tal.fm/668,"Sun, 17 Feb 2019 18:00:00 -0500"
486,Valentine’s Day,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/486.mp3,Love makes us do crazy things. But usually not this crazy. This week for Valentine's Day we have stories of people going to extremes to find and pursue their one true love.,http://tal.fm/486,"Sun, 10 Feb 2019 18:00:00 -0500"
667,Wartime Radio,https://podcast.thisamericanlife.org/extended/667.mp3,"Intimate and personal dispatches from two very different battlefields: A small town in the Syrian war. And the U.S. opioid epidemic. Each came from a DIY radio outfit. (Okay, one’s a podcast.)",http://tal.fm/667,"Sun, 03 Feb 2019 18:00:00 -0500"
638,Rom-Com,https://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/638.mp3,"The one thing you know for sure when you're watching a romantic comedy is that it's going to turn out okay in the end. When you're living one? Not so much. This week, stories that unfold like rom-coms.",http://tal.fm/638,"Sun, 27 Jan 2019 18:00:00 -0500"
666,The Theme That Shall Not Be Named,https://podcast.thisamericanlife.org/podcast/666.mp3,"Satan! In his many surprising manifestations, all around us.",http://tal.fm/666,"Sun, 20 Jan 2019 18:00:00 -0500"
665,Before Things Went to Hell,https://podcast.thisamericanlife.org/podcast/665.mp3,"We revisit those moments of calm before the storm, when things could have gone very differently, but instead, they went to hell.",http://tal.fm/665,"Sun, 13 Jan 2019 18:00:00 -0500"
664,The Room of Requirement,http://podcast.thisamericanlife.org/podcast/664.mp3,"Libraries aren't just for books. They're often spaces that transform into what you need them to be: a classroom, a cyber café, a place to find answers, a quiet spot to be alone. It's actually kind of magical. This week, we have stories of people who roam the stacks and find unexpected things that just happen to be exactly what they required.",http://tal.fm/664,"Sun, 30 Dec 2018 18:00:00 -0500"
663,How I Read It,http://podcast.thisamericanlife.org/podcast/663.mp3,"Documents you don't normally think of, showing you things you didn't expect.",http://tal.fm/663,"Sun, 09 Dec 2018 18:00:00 -0500"
662,Where There Is a Will,https://dovetail.prxu.org/188/9ec5b74e-942c-4f13-9e29-7637840c0452/662.mp3,Stories of people who believe there is always a way. And also those who don’t.,http://tal.fm/662,"Sun, 18 Nov 2018 18:00:00 -0500"
661,But That's What Happened,http://www.podtrac.com/pts/redirect.mp3/podcast.thisamericanlife.org/extended/661.mp3,"Stories of women in unsettling situations. When they try to explain what’s wrong, they’re told that they don’t understand—that there’s nothing unsettling about it.",http://tal.fm/661,"Sun, 11 Nov 2018 18:00:00 -0500"
660,Hoaxing Yourself,https://dovetail.prxu.org/188/814d5102-4367-4456-b606-3f99a6f6587e/660.mp3,Stories of people who tell a lie and then believe the lie more than anyone else does. In other words: Stories about people pulling hoaxes...on themselves.,http://tal.fm/660,"Sun, 04 Nov 2018 17:00:00 -0500"
659,Before the Next One,https://dovetail.prxu.org/188/80db2a43-b812-4ec9-89af-f12e8e4b6eec/659.mp3,"There’s no rulebook on how to handle a school shooting. And no real way to prepare for one. This week, people take what they’ve learned from these tragedies and try to use that knowledge to save others.",http://tal.fm/659,"Sun, 14 Oct 2018 18:00:00 -0400"
658,The Unhappy Deciders,NOT AVAILABLE,Making big decisions about other people's lives can feel pretty awful. Zoe Chace followed Senator Jeff Flake as he decided to force the Senate to delay its vote on Judge Kavanaugh. Among her discoveries: Those protestors in the elevator? They aren’t the reason he did what he did.,http://tal.fm/658,"Fri, 05 Oct 2018 00:00:00 +0000"
657,The Runaways,NOT AVAILABLE,"A bunch of teenagers go missing from a town in Long Island. For months, the police treat them as runaways, ignoring the kids' parents, who keep trying to tell them otherwise. They keep trying to tell them that something much worse might have happened.",http://tal.fm/657,"Fri, 21 Sep 2018 00:00:00 +0000"
656,Let Me Count the Ways,NOT AVAILABLE,"Yes, youʼve heard about the family separations. Youʼve heard about the travel ban. But there are dozens of ways the Trump administration is cracking down on immigration across many agencies, sometimes in ways so small and technical it doesnʼt make headlines. This week, the quiet bureaucratic war that’s even targeting legal immigrants.",http://tal.fm/656,"Fri, 14 Sep 2018 00:00:00 +0000"
655,The Not-So-Great Unknown,NOT AVAILABLE,"What happens when unadventurous people end up in adventurous situations. Like an astronaut who goes to places no one has gone before, even though he’s not really into outer space.",http://tal.fm/655,"Fri, 24 Aug 2018 00:00:00 +0000"
654,The Feather Heist,NOT AVAILABLE,A flute player breaks into a British museum and makes off with a million dollars worth of dead birds.,http://tal.fm/654,"Fri, 10 Aug 2018 00:00:00 +0000"
653,Crime Scene,NOT AVAILABLE,"Every crime scene hides a story. In this week's show, we hear about crime scenes and the stories they tell.",http://tal.fm/653,"Fri, 03 Aug 2018 00:00:00 +0000"
652,ICE Capades,http://stream.thisamericanlife.org/podcast/652.mp3,Dispatches from a government agency in its tumultuous teenage years.,http://tal.fm/652,"Fri, 20 Jul 2018 00:00:00 +0000"
651,"If You Build It, Will They Come?",http://stream.thisamericanlife.org/podcast/651.mp3,"A young preacher opens a new church. A new restaurant reopens old wounds. This week, stories of people trying to build something that will last.",http://tal.fm/651,"Fri, 13 Jul 2018 00:00:00 +0000"
650,Change You Can Maybe Believe In,http://stream.thisamericanlife.org/podcast/650.mp3,"An innocent man forgives the cop who framed him. An Argentinian talk show that usually treats women as objects suddenly gets really interested in feminism. This week, stories about changes that seem too tidy to be true.",http://tal.fm/650,"Fri, 29 Jun 2018 00:00:00 +0000"
649,It's My Party and I'll Try If I Want To,http://stream.thisamericanlife.org/podcast/649.mp3,"Democrats are desperate to retake part of Congress. Their best shot is the House. This fall, they’ll be slugging it out with Republicans—but in the meantime, they’re slugging it out with each other. The progressive and moderate wings of the Democratic party are going head-to-head in Democratic primaries all over the country right now, wrestling over what the party should be and stand for. This week, we have the story of a candidate in one primary like that.",http://tal.fm/649,"Fri, 22 Jun 2018 00:00:00 +0000"
648,Unteachable Moment,http://stream.thisamericanlife.org/podcast/648.mp3,Stories about people trying to learn something when no one is clear what the lesson is supposed to be.,http://tal.fm/648,"Fri, 08 Jun 2018 00:00:00 +0000"
646,The Secret of My Death,http://stream.thisamericanlife.org/podcast/646.mp3,"Cryptic messages on a cell phone and a teeter totter at a construction site: these are clues people found, trying to make sense of a death.",http://tal.fm/646,"Fri, 18 May 2018 00:00:00 +0000"
645,My Effing First Amendment,http://stream.thisamericanlife.org/podcast/645.mp3,"Conservative students don't feel like their ideas are welcome on campus. So they're fighting back. We go to Nebraska, where one skirmish spins out of control.",http://tal.fm/645,"Fri, 04 May 2018 00:00:00 +0000"
643,Damned If You Do…,http://stream.thisamericanlife.org/podcast/643.mp3,"It’s one thing to weigh pros and cons. But sometimes all you have is con and con. This week, stories of people having to make a choice, when no good options exist.",http://tal.fm/643,"Fri, 13 Apr 2018 00:00:00 +0000"
642,The Impossible Dream,http://stream.thisamericanlife.org/podcast/642.mp3,"Before he leaves the Senate for good, Republican Jeff Flake is trying to get a bill passed. He has his work cut out for him, with a Senate that barely brings anything to the floor, a party he feels estranged from, and a president who seems to hate his guts. Producer Zoe Chace hung out with him for four months.",http://tal.fm/642,"Fri, 06 Apr 2018 00:00:00 +0000"
641,The Walls,https://podcast.thisamericanlife.org/extended/641.mp3,"Stories from border walls around the world, where one place ends and another begins. And the strange ecosystems that arise.",http://tal.fm/641,"Fri, 16 Mar 2018 00:00:00 +0000"
640,Five Women,http://stream.thisamericanlife.org/podcast/640.mp3,"A different kind of #MeToo story, about several women who worked for the same man. They tell us not only about their troubling encounters with him, but also about their lives beforehand. Who were they when they entered the workplace, and how did their personal histories shape the way they dealt with his harassment?",http://tal.fm/640,"Fri, 02 Mar 2018 00:00:00 +0000"
639,In Dog We Trust,http://stream.thisamericanlife.org/podcast/639.mp3,Stories of dogs and cats and other animals that live in our homes. Exactly how much are they caught up in everyday family dynamics? We answer this question and others.,http://tal.fm/639,"Fri, 23 Feb 2018 00:00:00 +0000"
637,Words You Can't Say,http://stream.thisamericanlife.org/podcast/637.mp3,"In this politically charged climate, it feels like you have to be super careful with your language, no matter who you are or what side you're on. Stories about people who say the “wrong” thing and suffer the consequences, including a very conservative Republican from Louisiana who's lambasted for being too liberal.",http://tal.fm/637,"Fri, 02 Feb 2018 00:00:00 +0000"
636,I Thought It Would Be Easier,http://stream.thisamericanlife.org/podcast/636.mp3,"A year into Trump’s presidency, stories of politicians—of both parties—unable to accomplish tasks that seem pretty straightforward.",http://tal.fm/636,"Fri, 19 Jan 2018 00:00:00 +0000"
635,Chip in My Brain,http://stream.thisamericanlife.org/podcast/635.mp3,"A boy who can’t dribble gets a coach, a new best friend, and something to believe in.",http://tal.fm/635,"Fri, 12 Jan 2018 00:00:00 +0000"
634,Human Error in Volatile Situations,http://stream.thisamericanlife.org/634/634.mp3,"Even the best laid plans can go catastrophically wrong when humans get involved. This week, people bungle simple operations on some of the most dangerous weapons in the world.",http://tal.fm/634,"Fri, 22 Dec 2017 00:00:00 +0000"
633,Our Town - Part Two,http://stream.thisamericanlife.org/633/633.mp3,"So many people in Albertville, AL wondered what it cost them in taxes when thousands of undocumented immigrants moved to their town. One woman drove our host Ira Glass to the grocery store to watch a random Latina mom buy some milk with government assistance, to try to prove her point. So what’d all the newcomers really cost? And what was their effect on crime, schools, and politics?",http://tal.fm/633,"Fri, 15 Dec 2017 00:00:00 +0000"
632,Our Town - Part One,http://stream.thisamericanlife.org/632/632.mp3,We spent eight months and did over a hundred interviews to try to bypass the usual rhetoric and get to the bottom of what really happened when undocumented workers showed up in one Alabama town.,http://tal.fm/632,"Fri, 08 Dec 2017 00:00:00 +0000"
631,So a Monkey and a Horse Walk Into a Bar,http://stream.thisamericanlife.org/631/631.mp3,"This week, blurring the line between animal and human.",http://tal.fm/631,"Fri, 10 Nov 2017 00:00:00 +0000"
630,Things I Mean to Know,http://stream.thisamericanlife.org/630/630.mp3,"There are so many facts about the world that we take for granted—without ever questioning how we know them. Of course the earth revolves around the sun. Of course my dog loves me. But how exactly do we know things like that are true? This week, stories of people trying to unspool some of life’s certainties, and what they find.",http://tal.fm/630,"Fri, 27 Oct 2017 00:00:00 +0000"
629,Expect Delays,http://stream.thisamericanlife.org/629/629.mp3,"We all love to travel to different places, but not many of us like the stressful, banal process of the journey. This week, stories about delays—including a town known entirely for its speed trap, and a woman who comes up against bureaucratic nightmares every time she wants to go just a few blocks away.",http://tal.fm/629,"Fri, 20 Oct 2017 00:00:00 +0000"
628,In the Shadow of the City 2017,http://stream.thisamericanlife.org/628/628.mp3,"Stories that take place on the edge of civilization, just out of sight.",http://tal.fm/628,"Fri, 13 Oct 2017 00:00:00 +0000"
627,Suitable for Children,http://stream.thisamericanlife.org/627/627.mp3,"This week we ask: who thought that would be good for a kid? Neil Drumming looks back at a toy he loved that, in retrospect, probably wouldn’t love him back. And we go to a museum that educates children but also scares the hell out of them.",http://tal.fm/627,"Fri, 06 Oct 2017 00:00:00 +0000"
626,White Haze,http://stream.thisamericanlife.org/626/626.mp3,"Right-wing groups like the Proud Boys say they have no tolerance for racism or white supremacist groups. Their leader Gavin McInnes disavowed the white nationalist rally in Charlottesville. But the Proud Boys believe “the West is the best,” which, one of them points out, is not such a big jump from “whites are best.” And one of the Proud Boys organized the Charlottesville rally. (The group now claims he was a spy.) What should we make of groups like this?",http://tal.fm/626,"Fri, 22 Sep 2017 00:00:00 +0000"
625,Essay B,http://stream.thisamericanlife.org/625/625.mp3,"In 1967, the first two black students were enrolled at an all-white private boarding school in Virginia. The main reason they were there? To benefit the white kids. This week: stories about being enlisted to benefit another person’s educational experience. A version of this story appears in The New York Times Magazine.",http://tal.fm/625,"Fri, 08 Sep 2017 00:00:00 +0000"
624,Private Geography,http://stream.thisamericanlife.org/624/624.mp3,"Everyone walks around on their own private map of the world. The places we’re from and how they made us, whether we like it or not.",http://tal.fm/624,"Fri, 01 Sep 2017 00:00:00 +0000"
623,We Are in the Future,http://stream.thisamericanlife.org/623/623.mp3,"One of our producers, Neil Drumming, has recently become fascinated with Afrofuturism. It's more than sci-fi. It’s a way of looking at black culture that’s fantastic, creative, and oddly hopeful—which feels especially urgent during a time without a lot of optimism. Featuring the new song ""The Deep"" by clppng. Original artwork by Paul Davey.",http://tal.fm/623,"Fri, 18 Aug 2017 00:00:00 +0000"
622,Who You Gonna Call?,http://stream.thisamericanlife.org/622/622.mp3,"When everything goes wrong, one of the first things we think is, ""Who do I call?"" This week, stories of lucky people who have found the exact right person to ring up for help.",http://tal.fm/622,"Fri, 04 Aug 2017 00:00:00 +0000"
621,Fear and Loathing in Homer and Rockville,http://stream.thisamericanlife.org/621/621.mp3,"Two towns where people got really upset about undocumented immigrants, even though in both places, that did not seem to be the most important thing happening at all. One of the towns, a small town in Alaska, has no undocumented immigrants at all, but the possibility of them arriving put the whole town at each other’s throats.",http://tal.fm/621,"Fri, 21 Jul 2017 00:00:00 +0000"
620,To Be Real,http://stream.thisamericanlife.org/620/620.mp3,"Most of the time, we show the world a pretty superficial version of ourselves. ""How about that weather?"" But this week—people who try to go deeper, to get to something real, in some unexpected places: war, magic and porn.",http://tal.fm/620,"Fri, 14 Jul 2017 00:00:00 +0000"
619,The Magic Show,NOT AVAILABLE,"Just a few years before he got the internship at NPR that started him in radio, our host Ira Glass had another career. He performed magic at children's birthday parties. A powerful sense of embarrassment has prevented him from ever doing an episode on the subject, but when he learned that producer David Kestenbaum was also a kid conjurer, they decided to dive in together.",http://tal.fm/619,"Fri, 30 Jun 2017 00:00:00 +0000"
618,Mr. Lie Detector,http://stream.thisamericanlife.org/618/618.mp3,A polygraph operator and his strange journey. And other stories.,http://tal.fm/618,"Fri, 09 Jun 2017 00:00:00 +0000"
617,Fermi’s Paradox,http://stream.thisamericanlife.org/617/617.mp3,"Three people grapple with the question, “Are we alone?”",http://tal.fm/617,"Fri, 19 May 2017 00:00:00 +0000"
615,The Beginning of Now,http://stream.thisamericanlife.org/615/615.mp3,"Before Donald Trump started his presidential campaign in 2015, there was a congressional race that redefined what was possible in American politics. Steve Bannon and Breitbart News got involved in that race early, just like they later got deeply involved in Donald Trump's race. On this week’s show: What happened in that campaign, what it made it work, and how we got to now.",http://tal.fm/615,"Fri, 28 Apr 2017 00:00:00 +0000"
614,The Other Mr. President,http://stream.thisamericanlife.org/614/614.mp3,"Since Russia meddled in our election, there's been concern that the fake news and disinformation that's so prevalent there could be taking hold in this country. But is that hyperbole? This week we look at what it's actually like to live in the confusing information landscape that is Putin's Russia.",http://tal.fm/614,"Fri, 14 Apr 2017 00:00:00 +0000"
613,"OK, I’ll Do It",http://stream.thisamericanlife.org/613/613.mp3,"Stories of people who decide that they are the best person for the job, no matter how dangerous. Including a story about a stay-at-home mom with a history of gun running for a guerilla organization, and a surgeon who does surgery...on himself.",http://tal.fm/613,"Fri, 31 Mar 2017 00:00:00 +0000"
612,Ask a Grown-Up,http://stream.thisamericanlife.org/612/612.mp3,Stories from people who need a grown-up. Featuring teenage girls asking for advice about their love lives and Ira's tribute to his very grown-up friend Mary.,http://tal.fm/612,"Fri, 17 Mar 2017 00:00:00 +0000"
611,Vague and Confused,http://stream.thisamericanlife.org/611/611.mp3,A show about rules and what happens when they’re vague and randomly enforced.,http://tal.fm/611,"Fri, 03 Mar 2017 00:00:00 +0000"
610,Grand Gesture,http://stream.thisamericanlife.org/610/610.mp3,"This week we have stories of people going to very extreme measures to demonstrate their feelings. Elna Baker makes a questionable trip to Africa, while a man in Florida commits a series of disturbing acts in the name of love. Ira also goes to a high school to talk to kids before a dance.",http://tal.fm/610,"Fri, 17 Feb 2017 00:00:00 +0000"
609,It’s Working Out Very Nicely,http://stream.thisamericanlife.org/609/609.mp3,"This week we document what happened when the President’s executive order went into effect temporarily banning travel from seven countries, and we talk about the way it was implemented. A major policy change thrown into the world like a fastball with no warning. It’s hard not to ask: “What just happened? What was that all about?”",http://tal.fm/609,"Fri, 03 Feb 2017 00:00:00 +0000"
608,The Revolution Starts At Noon,http://stream.thisamericanlife.org/608/608.mp3,Some people are super-stoked for the political changes that are coming. We hear from them. And others.,http://tal.fm/608,"Fri, 20 Jan 2017 00:00:00 +0000"
607,Didn’t We Solve This One?,http://stream.thisamericanlife.org/607/607.mp3,We’ve fought two wars since 9/11. We got help from tens of thousands of Iraqis and Afghans—some were targeted or killed because they helped us. We owe these people. We’ve passed laws that say so. So why has it been so hard for us to get many of them to safety?,http://tal.fm/607,"Fri, 06 Jan 2017 00:00:00 +0000"
606,Just What I Wanted,http://stream.thisamericanlife.org/606/606.mp3,Stories from people who want something desperately—for Christmas or otherwise—and then have their wishes fulfilled. Or do they?,http://tal.fm/606,"Fri, 23 Dec 2016 00:00:00 +0000"
605,Kid Logic 2016,http://stream.thisamericanlife.org/605/605.mp3,"Stories of kids using perfectly logical arguments, and arriving at perfectly wrong conclusions. An updated version of an episode from 2001, with one story swapped.",http://tal.fm/605,"Fri, 16 Dec 2016 00:00:00 +0000"
604,20 Years Later,http://stream.thisamericanlife.org/604/604.mp3,"Samantha Broun talks to cops, politicians, inmates, and family closest to the crime that changed policy 20 years ago for inmates serving life sentences in Pennsylvania. It's a crime Samantha knows well, because it happened to her mom.",http://tal.fm/604,"Fri, 09 Dec 2016 00:00:00 +0000"
603,"Once More, With Feeling",http://stream.thisamericanlife.org/603/603.mp3,"Stories of people who decide to rethink the way they’ve been doing things, or try to get others to do that. Including a woman who decides to confront the men who catcall her, and get them to give it up forever.",http://tal.fm/603,"Fri, 02 Dec 2016 00:00:00 +0000"
602,The Sun Comes Up,http://stream.thisamericanlife.org/602/602.mp3,"People around the country talking about the coming four years. Some of them exultant, some of them, as President Obama said Wednesday, ""less so.""",http://tal.fm/602,"Fri, 11 Nov 2016 00:00:00 +0000"
601,Master of Her Domain… Name,http://stream.thisamericanlife.org/601/601.mp3,"A story about Hillary Clinton that offers a different picture than what we’ve been hearing from both sides during this campaign. And some funny stuff, because everyone’s tired of the election.",http://tal.fm/601,"Fri, 04 Nov 2016 00:00:00 +0000"
600,Will I Know Anyone at This Party?,http://stream.thisamericanlife.org/600/600.mp3,"Right now lots of Republicans feel like they don’t recognize their own party. Like a Minnesota congressman who’s confused when the residents in his district, people he’s known for years, start calling for a ban on Muslims moving to their town.",http://tal.fm/600,"Fri, 28 Oct 2016 00:00:00 +0000"
599,Seriously?,http://stream.thisamericanlife.org/599/599.mp3,Watching lies become the truth in this year's election. And a few people who try to bridge the gap between the way the two sides see the facts.,http://tal.fm/599,"Fri, 21 Oct 2016 00:00:00 +0000"
598,My Undesirable Talent,http://stream.thisamericanlife.org/598/598.mp3,"San Francisco’s Spider-Man burglar was remarkable. He dropped into buildings from skylights, leapt 10 feet from one roof to another. But mostly, his talent got him into trouble. This week, his story, and stories of other undesirable talents.",http://tal.fm/598,"Fri, 07 Oct 2016 00:00:00 +0000"
597,One Last Thing Before I Go,http://stream.thisamericanlife.org/597/597.mp3,"Words can seem so puny and ineffective sometimes. On this show, we have stories in which ordinary people make last ditch efforts to get through to their loved ones, using a combination of small talk and not-so-small talk.",http://tal.fm/597,"Fri, 23 Sep 2016 00:00:00 +0000"
596,Becoming a Badger,http://stream.thisamericanlife.org/596/596.mp3,"This week, stories about people trying their best to turn themselves into something else—like a badger. Or a professional comedian, in a language they didn’t grow up speaking.",http://tal.fm/596,"Fri, 09 Sep 2016 00:00:00 +0000"
595,Deep End of the Pool,http://stream.thisamericanlife.org/595/595.mp3,"What do you do when you're thrown into a situation you’re not prepared for? And while you’re flailing around—what happens to the people who depend on you? This week we present stories of people who find themselves in over their heads, including an attorney who knows little about criminal law assigned to defend a young man facing twenty years in prison.",http://tal.fm/595,"Fri, 26 Aug 2016 00:00:00 +0000"
